title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
Тристаен обзаведен апартамент в Бели Брези,/tristaen-obzaveden-apartament-v-beli-brezi-10145802,"Белите Брези, София",Цена:289 999 €(567 188.74 лв.),Тристаен апартамент в Белите Брези,105 кв.м,Тухла,1952 г.,1 етаж,"НА 10МИНУТИ ОТ ЮЖЕН ПАРК
МЕТРОСТАНЦИЯ БЪЛГАРИЯ
ПАРКОМЯСТО В ЦЕНАТА

ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба обзаведен тристаен апартамент в квартал Белите брези. Жилището се намира на няколк..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,2761.9,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:35.218758
Четиристаен апартамент в Оборище с АКТ 14!!!,/chetiristaen-apartament-v-oborishte-s-akt-14-10145814,"Оборище, София",Цена:595 000 €(1 163 718.85 лв.),Многостаен апартамент в Оборище,155 кв.м,Тухла,2025 г.,8 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев четиристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място в к..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3838.71,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:35.223147
Четиристаен апартамент в Оборище с АКТ 14!!!,/chetiristaen-apartament-v-oborishte-s-akt-14-10145813,"Оборище, София",Цена:532 800 €(1 042 066.22 лв.),Многостаен апартамент в Оборище,178 кв.м,Тухла,2025 г.,7 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев четиристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място в к..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,2993.26,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.423624
Просторен тристаен апартамент в Оборище с АКТ 14!!!,/prostoren-tristaen-apartament-v-oborishte-s-akt-14-10145811,"Оборище, София",Цена:434 700 €(850 199.30 лв.),Тристаен апартамент в Оборище,144 кв.м,Тухла,2025 г.,5 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев тристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в ква..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3018.75,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.428166
Просторен тристаен апартамент в Оборище с АКТ 14!!!,/prostoren-tristaen-apartament-v-oborishte-s-akt-14-10145810,"Оборище, София",Цена:424 850 €(830 934.38 лв.),Тристаен апартамент в Оборище,141 кв.м,Тухла,2025 г.,5 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев тристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в ква..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3013.12,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.432693
Просторен тристаен апартамент в Оборище с АКТ 14!!!,/prostoren-tristaen-apartament-v-oborishte-s-akt-14-10145809,"Оборище, София",Цена:430 200 €(841 398.07 лв.),Тристаен апартамент в Оборище,138 кв.м,Тухла,2025 г.,6 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев тристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в ква..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3117.39,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.437207
Просторен тристаен апартамент в Оборище с АКТ 14!!!,/prostoren-tristaen-apartament-v-oborishte-s-akt-14-10145808,"Оборище, София",Цена:425 300 €(831 814.50 лв.),Тристаен апартамент в Оборище,137 кв.м,Тухла,2025 г.,6 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев тристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в ква..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3104.38,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.441875
Просторен тристаен апартамент в Оборище с АКТ 14!!!,/prostoren-tristaen-apartament-v-oborishte-s-akt-14-10145806,"Оборище, София",Цена:447 750 €(875 722.88 лв.),Тристаен апартамент в Оборище,135 кв.м,Тухла,2025 г.,9 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев тристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място, в ква..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3316.67,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.446327
Четиристаен апартамент в Оборище с АКТ 14!!!,/chetiristaen-apartament-v-oborishte-s-akt-14-10144535,"Оборище, София",Цена:576 300 €(1 127 144.83 лв.),Многостаен апартамент в Оборище,186 кв.м,Тухла,2025 г.,10 етаж,"ИРИДА НЕДВИЖИМИ ИМОТИ продава слънчев четиристаен апартамент в новоизграждащ се затворен жилищен комплекс, с изключително висококачествено строителство от доказан инвеститор на комуникативно място в к..",ИРИДА НЕДВИЖИМИ ИМОТИ,,0,3098.39,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.450755
Продава тристаен апартамент в Стрелбище,/prodava-tristaen-apartament-v-strelbishte-10130927,"Стрелбище, София",Цена:495 000 €(968 135.85 лв.),Тристаен апартамент в Стрелбище,140 кв.м,Тухла,,6 етаж,"Билдинг Бокс предлага за продажба тристаен апартамент находящ се на 6-ти надпартерен етаж от общо 8 етажа в квартал Стрелбище. 

Жилището е с обща площ от 140,35 кв.м. състоящ се от: Дневна, кухненски..",БИЛДИНГ БОКС АД,,0,3535.71,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:04:37.455159
