title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
"3-стаен, София, Стрелбище, 76 кв.м., 279000 €",/3-staen-sofiya-strelbishte-76-kv-m-279000-10760566,"Стрелбище, София",Цена:279 000 €(545 676.57 лв.),Тристаен апартамент в Стрелбище,76 кв.м,Панел,,4 етаж,"Просторно жилище на входа на Южен Парк. Апартамента разполага с две спални, хол, кухня, коридор, две тераси, баня, тоалетна и килер. Има прилежащо мазе. 

Отлична локация на входа на Южен парк. 

..",Имотека АД,10760566,0,3671.05,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.821977
ОБЗАВЕДЕН ТРИСТАЕН АПАРТАМЕНТ В КВ. ”СУХА РЕКА”,/obzaveden-tristaen-apartament-v-kv-suha-reka-10793475,"Сухата река, София",Цена:325 000 €(635 644.75 лв.),Тристаен апартамент в Сухата река,94.64 кв.м,Тухла,2024 г.,5 етаж,"ЕРА Идеа предлага обзаведен тристаен апартамент в ж.к. ”Сухата река” в сграда, въведена в експлоатация през 2024г. Жилището се намира на четвърти жилищен етаж над гаражи. Застроената площ на имота е 7..",ЕРА Идеа,10793475,0,3434.07,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.826383
"2-ст. за продажба в центъра на София, район Оборище",/2-st-za-prodajba-v-centara-na-sofiya-raion-oborishte-10793337,"Оборище, София",Цена:170 000 €(332 491.10 лв.),Двустаен апартамент в Оборище,41 кв.м,Тухла,1960 г.,3 етаж,"ЕКСКЛУЗИВНО ОТ АВЕНДА! ИДЕАЛЕН ИМОТ В ШИРОКИЯ ЦЕНТЪР НА СОФИЯ - ДВУСТАЕН, ЮЖЕН, ТИХ, С ПЕРФЕКТНА ЛОКАЦИЯ! 
Агенция за недвижими имоти АВЕНДА, предлага за продажба маломерен двустаен апартамент в район..",АВЕНДА ЕООД,10793337,0,4146.34,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.830550
Двустаен апартамент 88 кв.м Тухла 2007 г. 3 етаж Непоследен,/dvustaen-apartament-88-kv-m-tuhla-2007-g-3-etaj-neposleden-10793237,"Белите Брези, София",Цена:305 000 €(596 528.15 лв.),Двустаен апартамент в Белите Брези,88 кв.м,Тухла,2007 г.,3 етаж,"Продава се отличен двустаен апартамент в кв. Белите брези

Описание на имота: 
Представяме Ви просторен и светъл двустаен апартамент, разположен в един от най-предпочитаните и спокойни квартали на Соф..",HomeSpace,10793237,0,3465.91,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.834942
Тристаен апартамент в ж.к. Дървеница,/tristaen-apartament-v-j-k-darvenica-10787225,"Дървеница, София",Цена:370 000 €(723 657.10 лв.),Тристаен апартамент в Дървеница,125.45 кв.м,Тухла,2025 г.,1 етаж,"Референтен номер: 2100424

Революшън Естейт представя Тристаен апартамент в ж.к. Дървеница. 

- Етаж: 1-ви от 4-ти. 
- Площ: 125.45 кв.м. 
- Разпределение: Входно антре, хол с кухненски бокс, дв..",Революшън Естейт България ООД,10787225,0,2949.38,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.839369
"Продава апартаменти с АКТ16 в София, Метличина поляна",/prodava-apartamenti-s-akt16-v-sofiya-metlichina-polyana-9946336,"Гоце Делчев, София",Цена:394 921 €(772 398.34 лв.),Двустаен апартамент в Гоце Делчев,79 кв.м,Тухла,2024 г.,3 етаж,"Продава обзаведени едностаен и двустаен апартаменти с АКТ16 в София, ул Метличина поляна",инж. Петров,9946336,0,4999.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.843581
"Двустаен, за продажба, жк. Борово",/dvustaen-za-prodajba-jk-borovo-10787021,"Борово, София",Цена:210 000 €(410 724.30 лв.),Двустаен апартамент в Борово,60 кв.м,Тухла,2008 г.,7 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис - офис Младост с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Борово, София. Жилището..",ТИТАН ПРОПЪРТИС РЕНТ ООД,10787021,0,3500.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.847966
Продажба апартамент,/prodajba-apartament-10786755,"Стрелбище, София",Цена:200 000 €(391 166 лв.),Двустаен апартамент в Стрелбище,60 кв.м,Тухла,2000 г.,1 етаж,Продавам двустаен апартамент в непосредствена близост до входа на ЮЖЕН ПАРК- ул. Бадемова гора. Напълно обзаведен и готов за живеене. Възможност за договаряне на паркомясто.,Лина,10786755,0,3333.33,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.852169
"Продава 3-СТАЕН апартамент, гр. София, кв. Оборище",/prodava-3-staen-apartament-gr-sofiya-kv-oborishte-10785944,"Оборище, София",Цена:320 000 €(625 865.60 лв.),Тристаен апартамент в Оборище,80 кв.м,Тухла,2008 г.,5 етаж,"Описание на имота: 

Скъпи клиенти и колеги

Представяме ви истинска градска перла в сърцето на столицата бутиков двустаен апартамент, прецизно преустроен от тристаен, разположен в тухлена сграда ..",ЕМПАЙЪР ЕСТЕЙТ БИЛДИНГ,10785944,0,4000.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.856313
"Продава 4-СТАЕН апартамент, гр. София, кв. Оборище",/prodava-4-staen-apartament-gr-sofiya-kv-oborishte-10785840,"Оборище, София",Цена:590 000 €(1 153 939.70 лв.),Многостаен апартамент в Оборище,144 кв.м,Тухла,2025 г.,9 етаж,"Описание на имота: 

Скъпи клиенти и колеги

С радост ви представяме един изключителен семеен дом в сърцето на София просторен четиристаен апартамент в емблематичната сграда Театрална, само на няк..",ЕМПАЙЪР ЕСТЕЙТ БИЛДИНГ,10785840,0,4097.22,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.860506
"Тристаен, продажба, ж.к Медицинска академия",/tristaen-prodajba-j-k-medicinska-akademiya-10785283,"Медицинска академия, София",Цена:295 000 €(576 969.85 лв.),Тристаен апартамент в Медицинска академия,67 кв.м,Тухла,1970 г.,1 етаж,"Титан Пропъртис - офис Хиподрума с радост предлага на Вашето внимание обзаведен тристаен апартамент в ж.к. Медицинска академия, София. Жилището от 67 кв.м е разположено на първи етаж в седеметажна сгр..",ТИТАН ПРОПЪРТИС СОФИЯ ООД,10785283,0,4402.99,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.864921
Тристаен апартамент в отлично състояние! ж.к. Медицинска академия!,/tristaen-apartament-v-otlichno-sastoyanie-j-k-medicinska-akademiya-10785063,"Медицинска академия, София",Цена:420 000 €(821 448.60 лв.),Тристаен апартамент в Медицинска академия,107 кв.м,Тухла,1980 г.,1 етаж,"КУПИ ЗА EUR 1572 на месец! 

!!! ЕКСКЛУЗИВНА ОФЕРТА!!! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 25919. 

’БЕСТ СЕЛЪРС’ представя на Вашето внимание тристаен апартаме..",Best Sellers,10785063,0,3925.23,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:10.869454
